id,bid,user_id,用户昵称,content,头条文章url,发布位置,艾特用户,话题,repost_num,comment_num,like_num,created_at,tool,微博图片url,微博视频url,retweet_id
4.61E+15,K58Vxsg5r,6788499283,微博财经7X24小时,MRNAMRNA【欧盟国家获得的Moderna新冠疫苗只有接种目标的1/3】根据一名匈牙利官员在Facebook上发布的交付时间表显示，欧盟成员国收到的Moderna新冠疫苗只有季度接种目标的三分之一。今年第一季度，该地区预计接种1000万剂新冠疫苗，今年晚些时候加速接种，但欧洲疾病预防和控制中心的数据显示，自该疫苗在1月获批以来，迄今为止只向成员国分发了340万剂疫苗。欧盟在加速疫苗接种上一直面临压力，该地区的接种进展落后于美国和英国。O网页链接,,,,,0,0,0,2021/3/7 23:44,微博股票,,,
4.61E+15,K4epfDpSt,1484337323,AdolC,"March1,2021-菲律宾总统RodrigoDuterte亲赴机场迎接中国科兴新冠疫苗运达，马尼拉维拉莫尔空军基地。2月28日，中国赠予菲律宾的第一批60万剂新冠疫苗由中国空军「运-20」运输机送抵马尼拉。这是菲律宾政府接收的第一批新冠疫苗，预计从3月起优先为O网页链接",,,,,0,0,0,2021/3/1 23:50,iDaily每日环球视野,['http://ww3.sinaimg.cn/large/587930ably1go4ua4jhx8j20lc0xzdlk.jpg'],,
4.61E+15,K4ep8uFvw,3973256081,大型机械手,#全球近10%人口具有新冠病毒抗体#这么多？有一部分是打疫苗才有的吧,,,,全球近10%人口具有新冠病毒抗体,0,0,0,2021/3/1 23:50,荣耀畅玩8C,,,
4.61E+15,K4ep2kCrW,7081325723,俊一不过N1不改名,想问下大家打了新冠疫苗吗？有没有什么副作用？,,,,,1,9,1,2021/3/1 23:50,HUAWEI Mate 10 Pro,,,
4.61E+15,K4ep2hkMv,6436197904,Linlinlin03,全球10%人口已有新冠病毒抗体俄罗斯卫星通讯社1日报道称，世界卫生组织首席科学家苏姆亚?斯瓦米纳森表示，全球近10%人口已经有新冠病毒抗体，接种疫苗是实现集体免疫的唯一方法。,,,,,0,0,0,2021/3/1 23:50,牛姐好牛超话,,,
4.61E+15,K4eoSfEOt,1307118324,鸿瑞8688,美股开盘：道指开涨超130点趣头条涨超8%美股开盘：道指开涨超130点，强生涨近2%，强生单剂型新冠疫苗在美获紧急使用授权，有效率66%；趣头条涨超8%，将于3月4日公布第四季度及全年业绩。,,,,,0,0,0,2021/3/1 23:49,微博 weibo.com,,,
4.61E+15,K4eoItnhO,5216318926,青春达州,【世卫专家：#全球近10%人口有新冠病毒抗体#】#全球近10%人口具有新冠病毒抗体#近日，世界卫生组织首席科学家苏米娅?斯瓦米纳坦指出，据最新统计，发现全球只有近10%人口具有新冠病毒的抗体。她强调，接种疫苗是实现全球范围内集体免疫的唯一方法。（视频来源世卫组织官方社交账号）@中新视频L中新视频的微博视频,,,中新视频,"全球近10%人口有新冠病毒抗体,全球近10%人口具有新冠病毒抗体",0,0,0,2021/3/1 23:49,微博视频号,,"http://f.video.weibocdn.com/qVqMKxxtlx07KKtqjRwk0104120061t90E010.mp4?label=mp4_ld&template=640x360.25.0&trans_finger=40a32e8439c5409a63ccf853562a60ef&ori=0&ps=1BVp4ysnknHVZu&Expires=1621205513&ssig=Gra4wLq%2F2M&KID=unistore,video",
4.61E+15,K4eoCC1La,3061378861,执子渝,新冠疫苗怎么打？打几针？科普湖南带您一分钟看懂新冠疫苗接种流程。O网页链接,,,,,0,0,0,2021/3/1 23:49,科普中国,,,
4.61E+15,K4eodwbnx,7447148587,低头沉思者,打新冠疫苗了吗？你最关心的都在这O打新冠疫苗了吗？你最关心的都在这,,,,,0,0,0,2021/3/1 23:48,vivo浏览器,['http://ww1.sinaimg.cn/large/0087ZtxNly1go4u7jnl3kj305k05k74b.jpg'],,
4.61E+15,K4enUzeGR,6613037831,智语慧言,英国99岁的菲利普亲王，转送到伦敦中部一间医院，就早前出现的感染，接受治疗，并就早已存在的心脏问题，接受检查。白金汉宫发表声明，表示菲利普亲王感觉不错，并对治疗有反应，相信这个星期将会继续在医院度过。99岁的菲利普亲王上月中入院，当时王室说是预防性质，又强调与新冠肺炎无关。他与英女王伊利沙伯二世，已接种新冠病毒疫苗。#国际时事新闻##英国疫情#,,,,"国际时事新闻,英国疫情",0,1,1,2021/3/1 23:47,,"['http://ww2.sinaimg.cn/large/007dxDevgy1go4u5zs491j30u00n1trw.jpg', 'http://ww2.sinaimg.cn/large/007dxDevgy1go4u5xzm7oj30kq0g8njw.jpg', 'http://ww4.sinaimg.cn/large/007dxDevgy1go4u5vo5esj30mr0i1b29.jpg']",,
4.61E+15,K4enGpoWP,2258727970,央视财经,【#美股周一全线高开#，#美国航空公司股价上涨近5%#】由于美国长期国债收益率从上周的高位回落，大大缓解了市场人士对于通胀抬头以及货币政策收紧的担忧，美股3月1日开盘全线上扬。截至北京时间3月1日23：07，道指上涨超过606点，涨幅达1.96%，报31538.94点，标普500指数和纳斯达克指数涨幅分别为1.78%和1.7%。其中，美国航空公司股价上涨近5%，波音股价涨幅更是接近7%，苹果公司、以及特斯拉公司股价涨幅分别达2.9%和3.9%。此外，AMC院线股价涨幅超过8%，按照计划，AMC将于3月5日重新开放纽约市所有13家影院。据CNBC报道，美国十年期国债收益率1日降至1.43%，从上周25日时的1.6%明显回落。此外，美国众议院在27日投票通过1.9万亿美元经济救助计划、以及3月2日起强生将开始供应新冠疫苗等消息也都对市场形成一定支撑。（记者霍莉）,,,,"美股周一全线高开,美国航空公司股价上涨近5%",18,2,50,2021/3/1 23:46,,['http://ww4.sinaimg.cn/large/002sRokily1go4u63a835j60m80du0uy02.jpg'],,
4.61E+15,K4enArtJQ,6060197875,安然若夏的精彩,『打新冠疫苗了吗？你最关心的都在这』O打新冠疫苗了吗？你最关心的都在这,,,,,0,0,0,2021/3/1 23:46,HUAWEI P40 5G,,,
4.61E+15,K4emG2qus,1917351051,英伦范慧勇,英国疫苗接种速度将加倍：英国政府负责疫苗接种事务的部长NadhimZahawi今天称，接下来三个月的疫苗接种速度，将达到目前每天平均40万人的两倍。Zahawi承诺，3月份将是疫苗接种提速“非常重要的月份”，对于英国能按计划分步解封至关重要。。按照英国政府为全部成年居民免费接种新冠疫苗的计划，希望在4月15日之前为所有50岁以上（占英国人口的一半）的居民接种至少一剂疫苗，最在6月底之前对英国所有成年人接种。英国在上周末为2000万人接种了疫苗，目前已经开始为60岁以下的居民接种。#英国##英国疫情##英国疫苗接种##慧观英伦#,,英国·伦敦,,"英国,英国疫情,英国疫苗接种,慧观英伦",0,0,1,2021/3/1 23:44,iPhone 8 Plus,['http://ww1.sinaimg.cn/large/7248748bgy1go4u3h2bvmj20n40ll4dp.jpg'],,
4.61E+15,K4emw43FD,1586466324,咕往金来,25日，陈薇团队研发的我国首个腺病毒载体新冠疫苗获批附条件上市，这也是全球第一个进入临床的新冠疫苗O陈薇院士：单针疫苗打完半年后再打一针，免疫反应可有10倍、20倍的增高,,,,,0,0,0,2021/3/1 23:43,快充长续航魅蓝 Note5,,,
4.61E+15,K4elV3r42,7270214148,解锁1019ing-,全球近10%人口具有新冠病毒抗体虽然…但是还是要接种疫苗啊日常还是要做好防护措施！,,,,,0,0,0,2021/3/1 23:42,红v养成记超话,,,
4.61E+15,K4elPb0vR,1832389215,红烧脆骨凉拌面,新冠疫苗第二针整体感觉比第一针疼痛范围小一些，能稍微抬起胳膊，只要不碰到针眼就还能忍受然后今天，打完的第二天，发现针眼肿了，也就比鸡蛋小点儿叭,,,,,0,0,0,2021/3/1 23:42,Share微博客户端,['http://ww2.sinaimg.cn/large/6d380a5fly1go4u1enpr6j20u00u0q4t.jpg'],,
4.61E+15,K4elBhF2C,5873139785,湖南政法,【世卫专家：#全球近10%人口有新冠病毒抗体#】#全球近10%人口具有新冠病毒抗体#近日，世界卫生组织首席科学家苏米娅?斯瓦米纳坦指出，据最新统计，发现全球只有近10%人口具有新冠病毒的抗体。她强调，接种疫苗是实现全球范围内集体免疫的唯一方法。@中新视频L中新视频的微博视频,,,中新视频,"全球近10%人口有新冠病毒抗体,全球近10%人口具有新冠病毒抗体",0,0,0,2021/3/1 23:41,微博视频号,,"http://f.video.weibocdn.com/qVqMKxxtlx07KKtqjRwk0104120061t90E010.mp4?label=mp4_ld&template=640x360.25.0&trans_finger=40a32e8439c5409a63ccf853562a60ef&ori=0&ps=1BVp4ysnknHVZu&Expires=1621205513&ssig=Gra4wLq%2F2M&KID=unistore,video",
4.61E+15,K4eluw0W0,3719622591,fighting-蘇zhen,今天下午刚打完新冠疫苗，晚上就作死去吃了贤合庄火锅，回来路上起反应，全身无力，头晕恶心想吐的，上楼梯腿软得差点跪下来……?,,,,,0,2,1,2021/3/1 23:41,Android,['http://ww2.sinaimg.cn/large/ddb4efbfly1go4u0koff8j20u0140jxo.jpg'],,
4.61E+15,K4elreSpZ,3317010934,营口身边事,【世卫专家：#全球近10%人口有新冠病毒抗体#】近日，世界卫生组织首席科学家苏米娅?斯瓦米纳坦指出，据最新统计，发现全球只有近10%人口具有新冠病毒的抗体。她强调，接种疫苗是实现全球范围内集体免疫的唯一方法。L中新视频的微博视频,,,,全球近10%人口有新冠病毒抗体,0,0,2,2021/3/1 23:41,Android,,"http://f.video.weibocdn.com/qVqMKxxtlx07KKtqjRwk0104120061t90E010.mp4?label=mp4_ld&template=640x360.25.0&trans_finger=40a32e8439c5409a63ccf853562a60ef&ori=0&ps=1BVp4ysnknHVZu&Expires=1621205513&ssig=Gra4wLq%2F2M&KID=unistore,video",
4.61E+15,K4ekT0A2L,7010546104,每日一善工作室,#环球见闻#近日，世界卫生组织首席科学家苏米娅?斯瓦米纳坦指出，据最新统计，发现全球只有近10%人口具有新冠病毒的抗体。她强调，接种疫苗是实现全球范围内集体免疫的唯一方法。（视频来源世卫组织官方社交账号）@中新视频L中新视频的微博视频,,,中新视频,环球见闻,0,0,0,2021/3/1 23:39,微博视频号,,"http://f.video.weibocdn.com/qVqMKxxtlx07KKtqjRwk0104120061t90E010.mp4?label=mp4_ld&template=640x360.25.0&trans_finger=40a32e8439c5409a63ccf853562a60ef&ori=0&ps=1BVp4ysnknHVZu&Expires=1621205513&ssig=Gra4wLq%2F2M&KID=unistore,video",
4.61E+15,K4ekHqIAK,1746743117,正人力天,【世卫专家：全球近10%人口具有新冠病毒抗体】近日，世界卫生组织首席科学家苏米娅?斯瓦米纳坦指出，据最新统计，发现全球只有近10%人口具有新冠病毒的抗体。她强调，接种疫苗是实现全球范围内集体免疫的唯一方法。L中新视频的微博视频,,,,,0,0,2,2021/3/1 23:39,iPhone XS Max,,"http://f.video.weibocdn.com/qVqMKxxtlx07KKtqjRwk0104120061t90E010.mp4?label=mp4_ld&template=640x360.25.0&trans_finger=40a32e8439c5409a63ccf853562a60ef&ori=0&ps=1BVp4ysnknHVZu&Expires=1621205513&ssig=Gra4wLq%2F2M&KID=unistore,video",
4.62E+15,K7h0YiLr5,3604846581,沐mua辰,#新冠疫苗接种不良反应有哪些#明天打疫苗球球希望没有不良反应????,,,,新冠疫苗接种不良反应有哪些,0,4,1,2021/3/22 0:00,iPhone客户端,,,
4.62E+15,K7h0Tit3E,7515578556,王王碎冰冰ovo,今日难过打完新冠疫苗胳膊痛左上的支抗钉第四次掉了,,,,,0,0,0,2021/3/21 23:59,iPhone客户端,,,
4.62E+15,K7h0MwNbo,5670078864,草没味奶盖,#新冠疫苗接种不良反应有哪些#二月初打的第一针，当时就刚打完那天感觉头疼浑身有点热然后胳膊疼了几天。第二针打完就只有胳膊疼了,,,,新冠疫苗接种不良反应有哪些,0,1,1,2021/3/21 23:59,李易峰的小蜜蜂,,,
4.62E+15,K7h0G5abx,3533402111,Pumpkinbabee,因为开学拉行李箱过度劳累已经到了胳膊加斜方肌酸痛难以抬起双臂脱衣的地步了看大家都说打完新冠疫苗胳膊疼那我三天之后很可能变成独臂大侠过儿,,,,,0,0,2,2021/3/21 23:59,,,,
4.62E+15,K7h0A68sX,6485323780,hohooaa,#新冠疫苗接种不良反应有哪些#打完前两天针眼不小心碰到会有点疼第三天啥感觉也没了可能是我膘肥体厚吧不知第二针如何,,,,新冠疫苗接种不良反应有哪些,0,0,0,2021/3/21 23:59,iPhone客户端,,,
4.62E+15,K7h0stqGV,5894947338,啵啵奶茶加草莓,#新冠疫苗接种不良反应有哪些#第二针打完，头疼，胳膊疼，周末睡了两天还是困,,,,新冠疫苗接种不良反应有哪些,0,3,0,2021/3/21 23:58,荣耀30 Pro 5G,,,
4.62E+15,K7h0rz5S4,2392341293,小小小番茄灬,#新冠疫苗接种不良反应有哪些#就是困嗜睡然后秒睡困得无敌爆炸就像睡不醒胳膊就跟过儿一样疼痛胀痛晚上低烧犯困真的是一年来的睡眠问题瞬间被解决,,泰州·泰兴,,新冠疫苗接种不良反应有哪些,0,1,0,2021/3/21 23:58,iPhone 12 Pro Max,,,
4.62E+15,K7h0mwBtS,3153429692,葡萄少女ing,#新冠疫苗接种不良反应有哪些#恶心，腹泻，浑身乏力一个周,,,,新冠疫苗接种不良反应有哪些,0,1,1,2021/3/21 23:58,nova6SE好看拍出来看,,,
4.62E+15,K7h0muoAs,5714277101,小迷糊Kirara,#新冠疫苗接种不良反应有哪些#昨天打完疫苗之后整个人晕乎乎的从昨天到今天除了吃饭基本都在睡,,,,新冠疫苗接种不良反应有哪些,0,12,0,2021/3/21 23:58,捡破烂买的iPhone XR,['http://ww2.sinaimg.cn/large/006eIwvHly1gorywcu41cj30jc0ibq42.jpg'],,
4.62E+15,K7h0jAnu8,5222932850,我叫王美丽,#新冠疫苗接种不良反应有哪些#我自认为我和我男朋友身体都特别特别好，跟他一起打了之后他第一针结束发烧而我胳膊剧痛2天，第二针打完我开始发烧恶心呕吐，关键是唯一的治疗方法就是多喝水?如果真的没有什么特殊情况的话还是不要太着急打疫苗吧……当然纯属我个人言论（只想给我滴朋友们参考,,,,新冠疫苗接种不良反应有哪些,2,21,10,2021/3/21 23:58,iPhone客户端,,,
4.62E+15,K7h0iCKRq,5670740599,竹梅醉酒,#新冠疫苗接种不良反应有哪些#看完有点犹豫要不要打，疫情最严重的时候上班经常出差都挺过来了,,广州,,新冠疫苗接种不良反应有哪些,0,1,0,2021/3/21 23:58,iPhone XS Max(金色),,,
4.62E+15,K7h0i7WZJ,5243757070,taotao_不绝ing,#新冠疫苗安全性有效性有关情况#疫苗不能一打了之，不能片面强调疫苗接种覆盖率，已经打过的也要定期检测抗体，确保打过疫苗人群的免疫性。,,衢州,,新冠疫苗安全性有效性有关情况,0,2,3,2021/3/21 23:58,Redmi K20 Pro 真旗舰,,,
4.62E+15,K7h0dFL8J,5238117620,碳烤鱼子酱,#新冠疫苗接种不良反应有哪些#胳膊肘抬不起来算不算,,,,新冠疫苗接种不良反应有哪些,0,0,0,2021/3/21 23:58,这里有条鱼超话,,,
4.62E+15,K7h0d7EnL,5869990555,一勺包,#新冠疫苗接种不良反应有哪些#不想上班,,,,新冠疫苗接种不良反应有哪些,0,0,0,2021/3/21 23:58,家门口捡的iPhone客户端,,,
4.62E+15,K7h05qybe,3703040807,呆鱼吐泡泡yu,打完新冠疫苗后感冒了.....,,,,,0,1,0,2021/3/21 23:57,可爱鱼鱼的Android,,,
4.62E+15,K7h04fIcf,7443632206,让我在互联网海域荡起双桨,#新冠疫苗接种不良反应有哪些#啊这，今天刚打完，我就是胳膊有点痛腿有软,,,,新冠疫苗接种不良反应有哪些,0,0,0,2021/3/21 23:57,vivo S5照亮你的美,,,
4.62E+15,K7h01xNJD,3493851682,延安检察,【撸起袖子接种，一起提高免疫水平！】国务院联防联控机制呼吁大家积极接种新冠疫苗。咱们国家疫苗生产能力完全够用，上市疫苗的安全性、有效性也有保障。要提高免疫水平，就差大家撸起袖子接种了。充足的睡眠也有助于提升免疫力，今天世界睡眠日，看完放下手机早点睡吧，晚安！#主播说联播#L央视新闻的微博视频,,,,主播说联播,0,3,1,2021/3/21 23:57,微博视频号,,"http://f.video.weibocdn.com/G3dQr5wylx07LgOGln0A010412006pCJ0E010.mp4?label=mp4_ld&template=360x640.24.0&trans_finger=81b11b8c5ffb62d33ceb3244bdd17e7b&ori=0&ps=1BVp4ysnknHVZu&Expires=1621205523&ssig=KBvarwSW%2Fs&KID=unistore,video",
4.62E+15,K7gZZsDnI,6994457757,夏临许木,【接种新冠疫苗能选品牌吗？打过疫苗后还需戴口罩吗？权威回应】【要点速览】【工信部：全年疫苗产量完全可以满足全国人民接种需...O接种新冠疫苗能选品牌吗？打过疫苗后还需戴口罩吗？权威回应@新浪财经,,,新浪财经,,0,0,0,2021/3/21 23:57,新浪财经Android版,,,
4.62E+15,K7gZZsBTD,1000199867,不要放香菜靴靴,#新冠疫苗接种不良反应有哪些#莫得，除了打针的地方有点疼,,,,新冠疫苗接种不良反应有哪些,0,0,1,2021/3/21 23:57,微博国际版,,,
4.62E+15,K7gZZrvGZ,7432490428,Karry_凯W,#新冠疫苗接种不良反应有哪些#有点神经抽痛…,,广州,,新冠疫苗接种不良反应有哪些,1,0,0,2021/3/21 23:57,iPhone客户端,,,
4.62E+15,K77Ar61Sk,6040549176,究竟视频,#直击中国发展高层论坛#【#2021中国发展高层论坛#高福：若世界不共享疫苗，病毒将共享世界，团结、团结、再团结！】在2021中国发展高层论坛上，中国疾病预防控制中心主任高福强调，消灭新冠要靠疫苗，疫苗消灭了天花，消除了小儿麻痹，所以我们要相信疫苗，但是疫苗必须全球共享。“如果世界不共享疫苗，病毒将共享世界。”他高呼：“团结、团结、再团结！”L究竟视频的秒拍视频,,,,"直击中国发展高层论坛,2021中国发展高层论坛",0,0,2,2021/3/20 23:59,微博视频号,,"http://gslb.miaopai.com/stream/JpiLU75GZmZmDe598AN92Sak4nvjN8t3rkp3EQ__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_ld&mpflag=16&ori=0&ps=1BVp4ysnknHVZu&Expires=1621205537&ssig=bHovLWgViB&KID=unistore,video",
4.62E+15,K77AaiHvf,7326741156,宝蓓子吖,????12??????????????#宝蓓子の零碎日常?#这个星期真的超级充实又快乐，虽然带三个班数学而且全是男孩子，但是真的会有神仙学生，真的太可爱啦，本来还准备去打新冠疫苗的，但是感冒了，嗓子也废了，上课说话都已经困难了，买了感冒药也不想吃。,,,,宝蓓子の零碎日常?,0,6,2,2021/3/20 23:59,日常超话,"['http://ww3.sinaimg.cn/large/007ZQg4sgy1goqx3cy5wfj30n0114aof.jpg', 'http://ww1.sinaimg.cn/large/007ZQg4sgy1goqx3kzmyuj32qw2bh1ky.jpg', 'http://ww2.sinaimg.cn/large/007ZQg4sgy1goqx3jmbq9j33402c07wj.jpg', 'http://ww1.sinaimg.cn/large/007ZQg4sgy1goqxgocc9zj30n0180q8c.jpg', 'http://ww2.sinaimg.cn/large/007ZQg4sgy1goqx3i8s2tj30n0143gx2.jpg', 'http://ww2.sinaimg.cn/large/007ZQg4sgy1goqx71eu9pj32c02l1hdt.jpg', 'http://ww4.sinaimg.cn/large/007ZQg4sgy1goqx3enrfxj33402c0b2c.jpg', 'http://ww2.sinaimg.cn/large/007ZQg4sgy1goqx3g9ebsj33402c07wj.jpg', 'http://ww3.sinaimg.cn/large/007ZQg4sgy1goqx3hogu6j32sg2bmu0y.jpg']",,
4.62E+15,K77zGoDK8,5541521345,Buolinng,又一针新冠疫苗get?,,,,,0,0,1,2021/3/20 23:58,5G自拍手机vivo S6,['http://ww1.sinaimg.cn/large/00631EQxly1goqt9519ncj31w02ioe83.jpg'],,
4.62E+15,K77zxySYI,3657143550,海口身边事,#海南新闻#好消息！琼海60岁及以上身体健康人群可接种新冠疫苗啦！L海南广播电视总台微博的微博视频,,海口,,海南新闻,1,0,0,2021/3/20 23:57,iPhone客户端,,"http://f.video.weibocdn.com/002qtWRSgx07LejYo31d010412000EiJ0E010.mp4?label=mp4_ld&template=360x636.24.0&trans_finger=81b11b8c5ffb62d33ceb3244bdd17e7b&ori=0&ps=1BVp4ysnknHVZu&Expires=1621205537&ssig=zrDtz4EQqP&KID=unistore,video",
4.62E+15,K77zwDs2O,6363635883,快乐小锨,今天我妈说她跟我爸打了新冠疫苗。“其实有一半同事都自愿不打，但我和你爸觉得等你回来了万一携带了什么英国变异病毒，我们会很危险。”,,,,,0,2,1,2021/3/20 23:57,iPhone客户端,,,
4.62E+15,K77zpkMdP,6053453899,木木石木木,目前喝过最贵的一杯奶茶，29￥，感谢课题组报名参加了下周三春季研究生毕业典礼志愿者上午免费接种了新冠疫苗感谢国家与医护人员接种后需要留冰球馆观察恰好赶上小朋友训教晚餐陪隔壁寝去萨莉亚吃意餐吃撑了还要打包又是一个人的宿舍，期待早日找回自己，晚安,,上海·东华大学(松江校区),,,0,0,1,2021/3/20 23:57,OPPO R9s,"['http://ww4.sinaimg.cn/large/006BFFTdly1goqsk9phgcj32o03k01kz.jpg', 'http://ww2.sinaimg.cn/large/006BFFTdly1goqskakax2j30qo0upaee.jpg', 'http://ww3.sinaimg.cn/large/006BFFTdly1goqskawceoj30tm0vbqa8.jpg', 'http://ww4.sinaimg.cn/large/006BFFTdly1goqskbrs5xj31400u01kx.jpg', 'http://ww3.sinaimg.cn/large/006BFFTdly1goqskha80kj33k0200kjn.jpg', 'http://ww4.sinaimg.cn/large/006BFFTdly1goqsl6jlxsj30oc13i42n.jpg']",,
4.62E+15,K77z8qQhj,1973125151,珂珂Mia,每日一遍：啊啊啊啊啊军装白敬亭太有魅力了，太苏了！要不是我今天打了疫苗，需要早休息，好想多看看我们邢队长呀（对没错，我接种新冠疫苗了,,,,,0,2,0,2021/3/20 23:56,荣耀V30 PRO 5G,,,
4.62E+15,K77yIbev6,6573880918,是是是石头屋呐,为什么我室友她们手上针眼都找不着了而我而我而我#新冠疫苗#,,,,新冠疫苗,0,0,0,2021/3/20 23:55,OPPO超视野全面屏R15,['http://ww2.sinaimg.cn/large/007aTkJoly1goqt6ue7n4j30qo134wg3.jpg'],,
4.62E+15,K77yCuUlY,6407585223,于田网信发布-,专家解读：新冠疫苗安全可靠O网页链接,,,,,0,0,0,2021/3/20 23:55,360安全浏览器,,,
4.62E+15,K77ysukuJ,6407585223,于田网信发布-,疾控中心专家提醒：预防新冠肺炎最好办法就是接种疫苗O网页链接,,,,,0,0,0,2021/3/20 23:55,360安全浏览器,,,
4.62E+15,K77yq6st4,7559896499,s赖赖爱吃胡辣汤s,今天早点点了最起码还是今天周末好爽啊图书馆的网真的好烂哦下载一个电影一两个小时都下载不下来慢到想骂人（奶奶个腿的）今天下午突然发通知自愿去打新冠疫苗打了我个措手不及没有洗澡哭唧唧明天学校组织了医生在学校里打明天就去打了某个老师真的在布置作业方面太不招人喜欢了偏偏自己还无知无觉的我能怎么办呢只能按她说的来了打算去补看水形物语流量还是有点悬这个月下周看看情况吧今天没什么说的了那就这样吧晚安啦勤劳的小蜜蜂工作完要早点休息哦妈妈会心疼晚安?@卡布叻_周深,,,卡布叻_周深,,0,0,0,2021/3/20 23:54,荣耀10 AI变色更潮美,,,
4.62E+15,K77xNtgtk,3867843591,宋anson,#大学生有必要打新冠疫苗吗#好纠结有必要吗？有的话孩子明天就要去了,,,,大学生有必要打新冠疫苗吗,0,1,0,2021/3/20 23:53,iPhone客户端,,,
4.62E+15,K77xjAhWD,2649050663,直呼庶野,#情感##健康##新冠肺炎#新冠肺炎疫苗接种须知，转发起来，手留余香,,,,"情感,健康,新冠肺炎",0,0,1,2021/3/20 23:52,HUAWEI P20,['http://ww4.sinaimg.cn/large/9de54e27ly1goqt2a7ui1j20m80m8tdv.jpg'],,
4.62E+15,K77vNhoA4,1644273083,鹿川999,发表了博文《79@365累并快乐着（三一八六）应打尽打，阻断新冠》居住的小区，门口位置都安排了小喇叭，劝导全部居民早打疫苗，有身体类疾病的咨询医生，由医生进行专O79@365累并快乐着（三一八六）应打尽打，阻断新冠,,,365累并快乐着,,0,0,0,2021/3/20 23:48,新浪博客,,,
4.62E+15,K77vKk4GA,6130924690,1inter,#我国又一个新冠病毒疫苗获批紧急使用#上一个辛丑年和这一个辛丑年对比，中国是越来越强大了，是世界不可缺少的一部分,,,,我国又一个新冠病毒疫苗获批紧急使用,0,0,0,2021/3/20 23:48,iPhone,,,
4.62E+15,K77vK6Ts8,3185800242,naclxxx,感谢新冠疫苗让我体会到了一次手臂有肌肉线条的感觉（肿的）??,,,,,0,9,7,2021/3/20 23:48,iPhone 8,['http://ww1.sinaimg.cn/large/bde37432ly1goqszcoulcj20yg0yg44h.jpg'],,
4.62E+15,K77vAA0Pi,1878206364,猎人日记,#关注新冠肺炎#有些人瞎传说什么打疫苗的各种不良反应，导致好多人都不敢打昨天同事还跟我说皮肤病都不能打到现在的反应就是被打的胳膊有点轻微痛而已！O网页链接,,,,关注新冠肺炎,0,6,3,2021/3/20 23:47,iPhone客户端,"['http://ww3.sinaimg.cn/large/6ff3279cgy1goqsxqw4p7j22c03401kx.jpg', 'http://ww2.sinaimg.cn/large/6ff3279cgy1goqsyc9mbgj22c0340e81.jpg', 'http://ww3.sinaimg.cn/large/6ff3279cgy1goqsyevskuj23402c0kjl.jpg', 'http://ww2.sinaimg.cn/large/6ff3279cgy1goqsyh1e0kj22c0340b29.jpg', 'http://ww3.sinaimg.cn/large/6ff3279cgy1goqsxpfnvfj21730wbtgh.jpg']",,
4.62E+15,K77vzbXy5,3009368284,天津和平,【【关注】天津市新冠疫苗接种问答（二）】O【关注】天津市新冠疫苗接种问答（二）,,,,,0,0,0,2021/3/20 23:47,搜狗高速浏览器,,,
4.62E+15,K77vwv8Ua,2169601157,老韭菜的故事,英国副首席医疗官Van-Tam：并无证据表明阿斯利康的新冠肺炎疫苗加重接种人员的血栓风险。无法证明阿斯利康疫苗与血栓之间的关系。对许多人而言，接种该公司疫苗都是安全的。,,,,,0,0,0,2021/3/20 23:47,UC浏览器电脑版,,,
4.62E+15,K6Y9I42Te,1931219195,宁夏新闻广播,【2021年3月19号】#2021疫情防控进行时#【巴基斯坦总理接种中国新冠疫苗已有60多个国家授权使用中国疫苗】中国新冠疫苗，助力全球抗疫。据当地媒体报道，3月18日，巴基斯坦总理伊姆兰·汗在伊斯兰堡接种中国新冠疫苗。连日来，中国疫苗持续运抵多个国家。目前已有60多个国家授权使用中国疫苗，中国疫苗的安全性、有效性得到更多认可。多个国家的国家元首和政府首脑带头接种中国疫苗，表达对中国疫苗的信心。L央视网快看的微博视频,,,,2021疫情防控进行时,0,0,0,2021/3/19 23:59,微博视频号,,"http://locallimit.us.sinaimg.cn/xcxmth7ilx07LcGKVhYI010412002oMY0E010.mp4?label=mp4_ld&template=640x360.25.0&trans_finger=40a32e8439c5409a63ccf853562a60ef&ori=0&ps=1BVp4ysnknHVZu&Expires=1621205551&ssig=j2IlZfCEM7&KID=unistore,video",
4.62E+15,K6Y9tEzzP,6335710875,喜茶的珍珠,今天打完新冠疫苗啦～14天后第二针,,深圳·深圳湾体育中心,,,0,0,0,2021/3/19 23:58,iPhone XR,"['http://ww4.sinaimg.cn/large/006ULZP5gy1gopnmxluw2j30z90sh4ht.jpg', 'http://ww3.sinaimg.cn/large/006ULZP5gy1gopnn0kdu4j32c0340u0x.jpg']",,
4.62E+15,K6Y9l3nKW,6111186875,真是不爱吃香菜,博君一肖学校今天说，下星期会组织打新冠疫苗，有没有打过的姐妹，能给我说说嘛就是关于什么样的情况下不可以打，可不可以不打，发了之后会不会有副作用之类的呀,,,,,0,2,1,2021/3/19 23:58,博君一肖超话,"['http://ww1.sinaimg.cn/large/006FzUSfly1gopnmfg7iwj302a02c0si.jpg', 'http://ww2.sinaimg.cn/large/006FzUSfly1gopnmfrgagj3050050wef.jpg']",,
